;A;B;C;D;E;R
412;0.629557557;0.868289099;0.43154561;0.369784704;0.55814572;1
413;0.109762408;0.960746845;0.296166458;0.066880561;0.602993977;1
414;0.480857292;0.671138247;0.013067114;0.289713443;0.882275019;1
415;0.98988951;0.422245907;0.921637603;0.643412007;0.537643804;2
416;0.083665449;0.931485844;0.288839923;0.790947879;0.906277536;1
417;0.826871122;0.775081078;0.260773016;0.798894402;0.0996706;1
418;0.667479727;0.927258191;0.795380685;0.248022116;0.314875774;0
419;0.278811736;0.63704435;0.370463557;0.142396773;0.209735584;1
420;0.558453375;0.133415576;0.920692613;0.137614619;0.693467944;1
421;0.721933134;0.766624613;0.712571742;0.791188782;0.725984694;1
422;0.274941641;0.553130671;0.25103285;0.902959834;0.698661478;1
423;0.521095917;0.37512586;0.58708467;0.490612406;0.682611469;3
424;0.510704096;0.360207769;0.755649537;0.270663798;0.804080206;2
425;0.912512556;0.782421444;0.550312787;0.803913636;0.060473852;1
426;0.551636151;0.632452362;0.499554343;0.845734617;0.596354665;3
427;0.558379637;0.820235501;0.341454881;0.19138321;0.5102447;1
428;0.205979853;0.805198791;0.313189522;0.054886225;0.700334682;1
429;0.629269743;0.825768935;0.941319304;0.852972089;0.51020184;0
430;0.613667858;0.882406964;0.774815231;0.202787342;0.284104884;0
431;0.48602526;0.591901444;0.653817661;0.555346894;0.831269627;2
432;0.475148095;0.636662008;0.895074734;0.556493328;0.042078366;1
433;0.802045642;0.856950702;0.546485704;0.779493496;0.940364848;2
434;0.482649558;0.173166234;0.920052988;0.478240762;0.241448765;1
435;0.240817516;0.595545117;0.014602056;0.188787448;0.932152452;1
436;0.651813903;0.0549268;0.881549374;0.872796976;0.471510415;0
437;0.255445859;0.699432484;0.682648596;0.759539536;0.262924489;1
438;0.785543064;0.632372058;0.958402873;0.40887779;0.108364599;1
439;0.647109241;0.432297077;0.580607774;0.425489265;0.122833437;2
440;0.966173859;0.971006966;0.114107083;0.29729316;0.927930406;0
441;0.908187563;0.255409381;0.037780192;0.602051427;0.311742797;2
442;0.915063937;0.061646076;0.616707927;0.054615709;0.891350943;1
443;0.040635419;0.815369699;0.989665569;0.021482982;0.441553442;0
444;0.020961919;0.578340083;0.08589232;0.302769469;0.146184511;1
445;0.002416203;0.463963534;0.842614527;0.545259667;0.216344684;2
446;0.04922007;0.778287142;0.275005639;0.484464533;0.424771179;1
447;0.365708065;0.371780037;0.270198664;0.805524627;0.134709961;2
448;0.365064802;0.869357704;0.563656967;0.620897921;0.184810315;2
449;0.806946513;0.418889889;0.324246132;0.680694563;0.916398588;2
450;0.924215922;0.82323912;0.051620777;0.450536491;0.218046245;1
451;0.261999781;0.901929139;0.527037622;0.656932453;0.850981416;3
452;0.259578192;0.124802658;0.057998136;0.415801275;0.18805213;1
453;0.684973327;0.094169174;0.100550323;0.930644721;0.919822695;1
454;0.140725617;0.830467805;0.680247732;0.538875673;0.351409866;2
455;0.336017452;0.812093576;0.934647192;0.995012238;0.241159654;0
456;0.144743654;0.771133452;0.35251375;0.536639752;0.529296951;2
457;0.418066336;0.569846829;0.464106978;0.083170144;0.634125283;2
458;0.608320808;0.338226577;0.358841911;0.663524378;0.677593173;2
459;0.49482861;0.448434889;0.807749882;0.201314252;0.659032014;1
460;0.608406206;0.049378036;0.269641257;0.965385628;0.995023198;1
461;0.813682188;0.733014795;0.598599571;0.933039149;0.982800969;1
462;0.488852946;0.678783172;0.517216101;0.785942736;0.267157951;2
463;0.15968231;0.079929731;0.405070178;0.882938802;0.490251925;2
464;0.600228971;0.46800031;0.407411807;0.474949596;0.909041291;2
465;0.0516109;0.364712603;0.71659757;0.723959423;0.706068064;2
466;0.19167408;0.147533655;0.094753856;0.47492549;0.503160393;1
467;0.629539192;0.986037746;0.472154422;0.421126251;0.299218978;2
468;0.35580995;0.518781257;0.504752917;0.412281281;0.319453709;3
469;0.391575222;0.339894174;0.131613066;0.02494794;0.326160805;1
470;0.700487505;0.947727697;0.27033806;0.129668263;0.881634333;1
471;0.443525435;0.028621562;0.400967094;0.630977071;0.715312713;2
472;0.911249169;0.234664263;0.775816092;0.528854291;0.84092014;2
473;0.366769173;0.182090872;0.425492302;0.733639094;0.10698771;2
474;0.906768681;0.252095716;0.523121973;0.50191003;0.744174842;3
475;0.403588301;0.077599942;0.943868015;0.552253078;0.929738032;1
476;0.657104648;0.866217057;0.013190205;0.149443286;0.568101561;0
477;0.489143621;0.873809797;0.043567272;0.698172585;0.42230003;1
478;0.331932939;0.509522372;0.095293521;0.965435248;0.451235249;1
479;0.326465971;0.926811374;0.942372139;0.961009407;0.577462013;1
480;0.305402728;0.250364471;0.886054926;0.754619396;0.88693524;1
481;0.425551464;0.103731991;0.21965859;0.550165795;0.569325324;1
482;0.027263334;0.197399125;0.10018304;0.277502561;0.944697186;1
483;0.269144024;0.605564935;0.921291026;0.724273802;0.690532418;1
484;0.959390296;0.110276166;0.366886729;0.053118805;0.031803951;1
485;0.419104452;0.351989995;0.699869906;0.526988348;0.516319889;2
486;0.01562198;0.617079158;0.17766531;0.047317777;0.972813403;1
487;0.411253403;0.433566579;0.665709305;0.080521322;0.78179447;2
488;0.6739731;0.527520876;0.191556312;0.12303714;0.408748826;1
489;0.254599131;0.498019623;0.053647448;0.417469773;0.953901687;1
490;0.658388566;0.118858201;0.369141229;0.502841838;0.386738349;1
491;0.889590468;0.152560619;0.951791731;0.779019342;0.353514315;1
492;0.928905089;0.447081;0.395027471;0.733207949;0.320621667;2
493;0.379495315;0.824049092;0.723863382;0.825588702;0.706229682;1
494;0.97046572;0.289085005;0.660137613;0.432532874;0.992889251;1
495;0.907229442;0.580155058;0.935198092;0.499567279;0.770240395;1
496;0.076460903;0.791921033;0.646279023;0.80148824;0.850158575;1
497;0.979884739;0.790521656;0.302684289;0.99680713;0.943837395;1
498;0.363799284;0.110795549;0.324071046;0.947922735;0.361166304;1
499;0.884240818;0.419287399;0.107592492;0.791092466;0.780831283;2
500;0.377014038;0.437442723;0.958505795;0.494635077;0.83903242;2
501;0.129779757;0.998447832;0.894568943;0.749849416;0.118722913;1
502;0.58908532;0.263484317;0.860139417;0.507918586;0.87882008;1
503;0.373607796;0.931609077;0.720015123;0.425658414;0.459420444;1
504;0.514081534;0.398229972;0.974124337;0.092763261;0.167270194;2
505;0.430335148;0.880082844;0.611276381;0.741873767;0.743940078;2
506;0.447104128;0.270510417;0.493725435;0.99696321;0.846284362;3
507;0.51424452;0.709483332;0.450501523;0.706601717;0.533984235;2
508;0.210906196;0.332367906;0.545508878;0.997190365;0.685208193;3
509;0.202918569;0.596530993;0.088365274;0.417818142;0.918318279;2
510;0.98024934;0.687094973;0.18754849;0.135218005;0.549157352;0
511;0.355193108;0.052916269;0.975598821;0.93298236;0.903516914;1
512;0.864757219;0.11704327;0.996421035;0.487953673;0.719399613;1
513;0.505315856;0.03891572;0.52751591;0.795742032;0.610083084;2
514;0.332630517;0.059576679;0.589321463;0.083345377;0.171503307;1
515;0.157937734;0.771057344;0.307369623;0.829533374;0.398944671;1
516;0.879357088;0.540648856;0.002379898;0.624550325;0.979040283;2
517;0.248768486;0.136918114;0.03125051;0.993313798;0.499244212;1
518;0.576091168;0.962589139;0.437544287;0.432557877;0.908436109;2
519;0.848750524;0.887490055;0.492527156;0.992901807;0.845644263;3
520;0.706797223;0.309402541;0.321088175;0.794727643;0.133880095;1
521;0.870146153;0.809900737;0.869353884;0.204264863;0.738039078;1
522;0.021768739;0.245636918;0.162032018;0.503617704;0.316271159;1
523;0.629301194;0.570510087;0.805998552;0.187059198;0.145383209;1
524;0.594151259;0.691944637;0.75763479;0.529021392;0.469552351;1
525;0.374096651;0.960883381;0.478227766;0.817191053;0.595497418;2
526;0.545571507;0.041775474;0.429980114;0.892889449;0.108843763;1
527;0.929464611;0.701356749;0.4301636;0.532518189;0.027175072;2
528;0.570232262;0.24903996;0.920215169;0.803577621;0.194864662;1
529;0.175876821;0.156578021;0.619545662;0.716752053;0.726419111;2
530;0.538693618;0.364702235;0.293491979;0.020518453;0.800670313;2
531;0.504490513;0.794827717;0.323544467;0.835246958;0.900353732;1
532;0.374394324;0.929687496;0.938559704;0.026720102;0.960647394;0
533;0.462250465;0.788149517;0.564091113;0.812243149;0.219720144;1
534;0.502447273;0.660262074;0.80729225;0.263594058;0.247831121;1
535;0.844231952;0.315775706;0.852393676;0.460461871;0.710744978;1
536;0.815188151;0.323559162;0.233393334;0.179179151;0.310226999;1
537;0.153668358;0.984740775;0.700610893;0.788208825;0.163922412;1
538;0.170643413;0.953173846;0.922949135;0.325083444;0.959845392;1
539;0.897545206;0.998829898;0.461134241;0.521237237;0.604728644;2
540;0.027419194;0.143195545;0.248333407;0.464320627;0.479247671;1
541;0.830590704;0.048941201;0.693137395;0.849581036;0.181762918;1
542;0.949971745;0.666983662;0.717223883;0.848443356;0.122896851;1
543;0.720552349;0.504470345;0.433250928;0.909363764;0.928152107;2
544;0.791075843;0.764842858;0.39333989;0.04766846;0.422498844;1
545;0.038186396;0.787461055;0.949067704;0.916272432;0.594088957;1
546;0.182218614;0.922821568;0.268820248;0.259491244;0.79860588;2
547;0.708652733;0.889963165;0.467055119;0.086192663;0.799343878;2
548;0.989587671;0.028563393;0.88040974;0.905493378;0.339276289;0
549;0.183226972;0.763848542;0.587799323;0.624774574;0.522779351;3
550;0.540758176;0.145221134;0.784308342;0.049134253;0.110607227;0
551;0.473533365;0.739188015;0.242344144;0.092436604;0.727495392;1
552;0.587792663;0.156979166;0.364293011;0.153682478;0.145792817;1
553;0.001311765;0.519213119;0.414740127;0.833138428;0.486679562;2
554;0.261722711;0.093943424;0.832507925;0.145546981;0.277950749;1
555;0.852820019;0.737445971;0.16420086;0.848177733;0.376621798;1
556;0.648101029;0.093613069;0.892135098;0.652714438;0.658481235;1
557;0.854053675;0.100487554;0.550959734;0.64345702;0.364646052;2
558;0.014038499;0.624226707;0.006011971;0.829618402;0.842754614;1
559;0.900046923;0.212476632;0.181044288;0.382164377;0.100025339;1
560;0.085721314;0.113041533;0.827673697;0.67158723;0.85327757;2
561;0.039918754;0.372638304;0.075657694;0.515314859;0.390016914;2
562;0.673526871;0.176829033;0.619708951;0.387634137;0.236046296;1
563;0.062306752;0.712168285;0.821352099;0.129981406;0.279469188;1
564;0.697920486;0.423949684;0.719022533;0.252358624;0.321141149;2
565;0.409372588;0.157381425;0.595126641;0.101276375;0.011241585;1
566;0.460219836;0.370812881;0.049899218;0.206240683;0.66194679;1
567;0.201686967;0.782063696;0.544731317;0.591286023;0.869261953;4
568;0.366051779;0.062418946;0.902448833;0.049593298;0.401810245;0
569;0.068149553;0.080179854;0.544273725;0.590877221;0.458920912;3
570;0.865097801;0.438848995;0.133815492;0.645173626;0.643473288;2
571;0.774352352;0.955476946;0.772753872;0.009749631;0.252854186;0
572;0.038397564;0.765479496;0.292456548;0.857054149;0.469041041;1
573;0.220776426;0.781263546;0.069045307;0.135283042;0.577432649;1
574;0.760861268;0.151917479;0.038515064;0.259116712;0.696272289;1
575;0.944251355;0.190072754;0.486633259;0.196522975;0.990800728;2
576;0.074726109;0.355377628;0.376798366;0.405846357;0.89785468;2
577;0.335000832;0.796910638;0.719461994;0.000963908;0.760583763;1
578;0.74400087;0.027459711;0.473550605;0.408991848;0.268606918;2
579;0.246239414;0.867570279;0.924276057;0.953544192;0.53502015;1
580;0.645234815;0.664542386;0.150227157;0.640743646;0.189927034;1
581;0.598552147;0.318887149;0.514226876;0.374857315;0.482617458;3
582;0.671525757;0.134900097;0.307819387;0.086350341;0.431983433;1
583;0.556209652;0.876475953;0.103719944;0.346998679;0.55327018;1
584;0.169583903;0.989557218;0.014446543;0.442068412;0.645864691;1
585;0.762724292;0.268500532;0.139842172;0.541743592;0.509607513;1
586;0.523707005;0.464560727;0.833471521;0.377362089;0.152947993;1
587;0.724319747;0.136122338;0.511435345;0.267832868;0.606250056;2
588;0.648675963;0.993719617;0.346953826;0.851242958;0.806551194;1
589;0.661709895;0.902820975;0.482786182;0.775907427;0.891610657;2
590;0.473486199;0.561030622;0.149283491;0.603579892;0.655717366;2
591;0.367748135;0.96962446;0.365980539;0.332339271;0.134410902;1
592;0.622141804;0.813944883;0.065954263;0.241961666;0.851630073;1
593;0.898215736;0.507615776;0.495932296;0.710807181;0.688232502;3
594;0.102018187;0.261741422;0.560793276;0.239955526;0.001122315;2
595;0.764130912;0.926057939;0.431544991;0.469373167;0.950634364;2
596;0.933606638;0.362832306;0.196599958;0.061083595;0.589554484;1
597;0.439408995;0.159636963;0.135283861;0.262405198;0.785826649;1
598;0.359507488;0.977550801;0.115521952;0.96586919;0.365125921;0
599;0.166734004;0.146046262;0.106555568;0.032971475;0.247761734;1
600;0.599638737;0.346668699;0.301765762;0.85125076;0.490231488;1
601;0.111061188;0.417007956;0.878464615;0.050728277;0.145711668;2
602;0.276432969;0.897719003;0.438808196;0.511042846;0.322828578;2
603;0.942224273;0.290910697;0.302822693;0.153936749;0.107976081;1
604;0.75297227;0.303791539;0.175399677;0.427683257;0.166497124;1
605;0.376886161;0.220944683;0.841001922;0.468355966;0.824645436;1
606;0.877529897;0.186279496;0.971989455;0.580613318;0.687188965;2
607;0.174640643;0.345008995;0.285971627;0.729466288;0.010531289;2
608;0.156128511;0.195705885;0.891608429;0.687538388;0.422990302;1
609;0.813170421;0.586713087;0.202389625;0.160010517;0.756291886;1
610;0.333464862;0.518573288;0.252074967;0.266728273;0.282904137;1
611;0.270583827;0.609012431;0.074230684;0.56084234;0.612674395;2
612;0.636005439;0.231904631;0.741788159;0.859442304;0.353911;1
613;0.974940287;0.896864157;0.645010193;0.688973828;0.257444229;1
614;0.218324583;0.878185763;0.710098524;0.539975461;0.346268175;2
615;0.668825866;0.706185585;0.001538231;0.997713235;0.309033274;0
616;0.808047035;0.720737904;0.37560764;0.137678864;0.922572685;1
617;0.788447347;0.23136129;0.835292445;0.484306245;0.206280731;1
618;0.727049761;0.703013287;0.506769185;0.817470337;0.989080511;3
619;0.940443587;0.559309891;0.92392149;0.436115646;0.530624464;1
620;0.850936698;0.127255573;0.775482337;0.686809109;0.595659594;1
621;0.573189786;0.780887004;0.011467738;0.425251942;0.906531258;1
622;0.162879425;0.360292073;0.364289614;0.429108804;0.635135325;2
623;0.603608981;0.302742199;0.358393291;0.645537476;0.490438164;2
624;0.687737609;0.194884617;0.639781091;0.502879303;0.194590874;1
625;0.321964719;0.022871571;0.476239326;0.752594923;0.421669057;2
626;0.507009963;0.330268719;0.885068183;0.117718843;0.700271684;1
627;0.49396334;0.159029693;0.450003423;0.534117454;0.065239123;2
628;0.39384128;0.318555473;0.397133925;0.281922366;0.308420562;2
629;0.957427251;0.369395999;0.940740425;0.302005517;0.913936681;1
630;0.524728626;0.459301262;0.629754392;0.587927347;0.51319196;3
631;0.306211201;0.614319956;0.862358811;0.430412592;0.254560251;1
632;0.825875424;0.452175519;0.925252684;0.950332645;0.666426929;1
633;0.433940225;0.357376911;0.324845605;0.271790397;0.546141933;2
634;0.555269058;0.748721698;0.238709782;0.410101462;0.756242871;1
635;0.909831707;0.47998846;0.637526621;0.007319345;0.210668171;1
636;0.075569975;0.094884196;0.49263464;0.268019897;0.439806917;3
637;0.81901602;0.284831472;0.34755635;0.006476302;0.737188281;1
638;0.94319273;0.678665862;0.049761958;0.122712533;0.306137197;0
639;0.568607723;0.800651439;0.478600374;0.997394562;0.73461295;2
640;0.079234537;0.632465936;0.135369231;0.698114923;0.751193502;1
641;0.438739297;0.380514591;0.738432841;0.587713157;0.997539916;3
642;0.272150488;0.297282866;0.391532262;0.640145219;0.132373363;2
643;0.652390421;0.51926956;0.167978357;0.336051647;0.021360035;1
644;0.91456998;0.838883873;0.787447484;0.852491447;0.340183499;1
645;0.442801324;0.279316896;0.268257785;0.557426985;0.221876521;2
646;0.228610672;0.131848431;0.005850864;0.892817426;0.155302509;1
647;0.5711452;0.803990839;0.357786438;0.194745388;0.922286418;1
648;0.022562811;0.46226234;0.357384657;0.721760212;0.354710604;2
649;0.301964338;0.388451096;0.2179123;0.571547526;0.143937763;3
650;0.367426531;0.894138722;0.936992784;0.819106357;0.704018348;1
651;0.60932413;0.947014874;0.010565004;0.612173539;0.182562884;1
652;0.937866561;0.767429675;0.62245147;0.078219354;0.584491795;1
653;0.850690497;0.403207096;0.844699958;0.554813386;0.516333025;3
654;0.849958358;0.537393822;0.867515189;0.655887522;0.166355645;1
655;0.475077957;0.738308745;0.776784795;0.877154489;0.375955526;1
656;0.10380181;0.611632426;0.215372126;0.063903501;0.342277833;1
657;0.663240158;0.576226066;0.523437153;0.512467539;0.608867572;3
658;0.525639868;0.027148361;0.873243109;0.487579843;0.295980725;1
659;0.43543074;0.71214668;0.571705621;0.17920474;0.552117117;1
660;0.773108797;0.38827589;0.011373822;0.172050098;0.002021624;1
661;0.585630157;0.25955552;0.685038738;0.884101985;0.117092479;1
662;0.780486846;0.44771798;0.649635507;0.797906994;0.190298676;2
663;0.503126408;0.143124001;0.319324118;0.3035874;0.874026269;1
664;0.802968772;0.225633982;0.891006966;0.17344936;0.637228272;1
665;0.644362597;0.040206306;0.241047247;0.318842969;0.887055647;1
666;0.979794559;0.722132542;0.923459533;0.482969377;0.218537679;1
667;0.078381894;0.46952371;0.968664982;0.524999434;0.135039474;2
668;0.913902183;0.378590847;0.257846284;0.643866798;0.941314342;2
669;0.883727227;0.356943504;0.697240934;0.159796421;0.575721048;1
670;0.282613874;0.976333132;0.401946759;0.235521502;0.829237512;2
671;0.933830259;0.422476187;0.180773116;0.51847326;0.903507815;2
672;0.585594856;0.534226367;0.739495876;0.254703449;0.070930788;1
673;0.472326038;0.436742087;0.03744835;0.125257287;0.980220814;1
674;0.252396712;0.021459559;0.803061048;0.630049851;0.069770638;2
675;0.030660956;0.404806733;0.904030016;0.20033724;0.183743744;2
676;0.62207527;0.282234606;0.801091388;0.010693769;0.754857438;1
677;0.841744177;0.353960137;0.066653948;0.570089983;0.283200345;2
678;0.225351075;0.07992203;0.474782833;0.112734367;0.875763129;3
679;0.348046285;0.050858859;0.294416153;0.368700894;0.883318103;1
680;0.198032721;0.721349544;0.060889293;0.259281052;0.493143667;1
681;0.437062375;0.114884879;0.18962811;0.004617275;0.715668194;1
682;0.850674285;0.963512508;0.410553853;0.180231729;0.428789385;1
683;0.108378987;0.557401789;0.837682162;0.900509451;0.005932664;1
684;0.85224866;0.081783868;0.624920997;0.687087339;0.544647368;1
685;0.836836936;0.487135064;0.507176338;0.958403483;0.652876197;3
686;0.787355455;0.472990518;0.054947086;0.772661035;0.235026921;1
687;0.069914725;0.416662769;0.915001592;0.539088321;0.44754223;2
688;0.106055722;0.960849381;0.557768589;0.382076064;0.316343481;2
689;0.829108394;0.544710037;0.206814045;0.453134054;0.196480356;1
690;0.154684867;0.151118787;0.629479537;0.425588004;0.700369888;2
691;0.54624517;0.40796152;0.326203008;0.670411793;0.343500837;3
692;0.756983112;0.751720558;0.262253701;0.530878294;0.386156202;1
693;0.152744274;0.011153024;0.650149273;0.144295253;0.246541582;1
694;0.147842703;0.473464014;0.526916986;0.114714018;0.552463493;3
695;0.274020105;0.378979255;0.090141629;0.809415976;0.057603777;2
696;0.207406999;0.647377683;0.568290494;0.031401164;0.293890946;2
697;0.846736707;0.564568697;0.379099284;0.726749564;0.880101245;2
698;0.839611349;0.25034096;0.511649808;0.464037542;0.114010371;3
699;0.411717981;0.200140043;0.655878017;0.056348683;0.871023532;1
700;0.869223649;0.064293609;0.375094698;0.214223872;0.190775403;1
701;0.775030585;0.180645817;0.10534048;0.197603473;0.60700794;1
702;0.990754609;0.284472442;0.511146937;0.178729666;0.223301259;2
703;0.088644881;0.031649803;0.804681369;0.567443122;0.25595486;1
704;0.824066473;0.48435852;0.453473548;0.450571142;0.730616172;2
705;0.053996724;0.825777885;0.040224961;0.082561898;0.582001344;0
706;0.435763762;0.347064568;0.883383465;0.550711271;0.397944658;2
707;0.430989459;0.725874041;0.338826063;0.727903568;0.568921489;1
708;0.183583365;0.822585395;0.021961615;0.586665346;0.236351353;2
709;0.975671799;0.437249537;0.448980061;0.139700889;0.821692831;3
710;0.474170942;0.073875221;0.918520226;0.823283391;0.843186905;1
711;0.073216506;0.471767128;0.70720141;0.254541238;0.399340441;1
712;0.170811632;0.422180996;0.568653002;0.67177805;0.939158667;3
713;0.012731926;0.170366516;0.716393481;0.599801932;0.102701479;2
714;0.299507556;0.468474038;0.48465118;0.279124277;0.456216999;3
715;0.436588459;0.685665451;0.645508942;0.830185699;0.432808899;1
716;0.010190602;0.092069667;0.59704575;0.788395276;0.397668577;1
717;0.978508071;0.528945183;0.318597117;0.681579288;0.72368214;2
718;0.73053805;0.010098852;0.614097392;0.091988121;0.396169933;1
719;0.689128336;0.303382191;0.089705449;0.728635587;0.751660096;1
720;0.137852464;0.897329181;0.944375194;0.871512533;0.039655929;1
721;0.121693004;0.443036013;0.412465253;0.272412373;0.244021932;2
722;0.503689588;0.993151329;0.90850387;0.407233517;0.160778791;0
723;0.123426071;0.902647092;0.367294468;0.098565994;0.97694482;1
724;0.434518888;0.349843939;0.309604156;0.366749507;0.13455291;1
725;0.060288247;0.806575868;0.099876602;0.923635238;0.398572182;1
726;0.150009333;0.286434763;0.471069539;0.59597325;0.90458338;4
727;0.535132888;0.935716047;0.107121352;0.575918482;0.592376515;1
728;0.029152059;0.228365954;0.248598865;0.831918076;0.504329115;1
729;0.684461158;0.561736296;0.95960132;0.974882354;0.253903743;1
730;0.415291406;0.182638234;0.620619926;0.528088371;0.540764523;2
731;0.751077586;0.27444386;0.982328151;0.221825753;0.03253121;1
732;0.772831107;0.913905679;0.239222896;0.666072941;0.454352134;1
733;0.159590482;0.634408824;0.821715185;0.366005311;0.261781637;1
734;0.118726871;0.337684847;0.043626642;0.909818419;0.493192731;1
735;0.885289056;0.319439468;0.188130745;0.188029675;0.903259312;1
736;0.394156194;0.123981309;0.243878539;0.828777307;0.620967297;1
737;0.752225749;0.560306325;0.479650185;0.987364958;0.099750883;2
738;0.515281237;0.635842352;0.018398414;0.670968927;0.645977075;1
739;0.397753669;0.604163779;0.514114312;0.120155032;0.950959339;2
740;0.028221194;0.566445904;0.79055883;0.576909238;0.608314889;2
741;0.734631353;0.284875445;0.837677178;0.294201903;0.840568178;1
742;0.08468557;0.899941465;0.077865784;0.003249651;0.703770353;1
743;0.369314178;0.792872995;0.866978182;0.68017735;0.153999772;1
744;0.863999952;0.879928561;0.560175149;0.022684229;0.911918719;1
745;0.072177553;0.508120393;0.988796063;0.305767701;0.702521787;1
746;0.379167326;0.85815028;0.994492154;0.182279799;0.798715578;1
747;0.238037106;0.551652786;0.479507116;0.988800136;0.836426429;3
748;0.377738257;0.794460467;0.91760916;0.167216496;0.082823965;0
749;0.13416454;0.762769074;0.308430069;0.450046918;0.362951721;1
750;0.869753087;0.811265807;0.083033677;0.447663044;0.761029771;1
751;0.086475158;0.552301792;0.417120139;0.813441233;0.163789864;2
752;0.101584598;0.529694376;0.80669769;0.171754021;0.883458528;1
753;0.93506679;0.312763465;0.865308159;0.812600183;0.115898567;1
754;0.517206374;0.627946805;0.166570582;0.243209849;0.70832123;1
755;0.60993718;0.166976226;0.56651581;0.498073715;0.403441532;2
756;0.062594329;0.707816225;0.836474917;0.43655554;0.878917907;1
757;0.688583777;0.122237931;0.428476622;0.013533761;0.518260571;1
758;0.557492672;0.591437069;0.013533069;0.309493993;0.872888735;1
759;0.77183944;0.672911956;0.576207532;0.197229855;0.618649894;1
760;0.948483056;0.027052976;0.888311622;0.567175027;0.779873419;2
761;0.674605612;0.969334956;0.028190805;0.009000385;0.423283538;0
762;0.6360373;0.825407149;0.606123617;0.022762055;0.912226996;1
763;0.829861733;0.220387653;0.884319518;0.187729158;0.891518164;1
764;0.472131524;0.071983815;0.564107953;0.301229178;0.701871085;2
765;0.524217619;0.76693221;0.979535913;0.754347253;0.520925995;1
766;0.287536097;0.01437453;0.202203839;0.256301359;0.289726101;1
767;0.630714298;0.288099557;0.894075082;0.887470672;0.653722656;1
768;0.93983471;0.332917905;0.33325435;0.119240947;0.203144934;1
769;0.859149362;0.948007742;0.948025075;0.835763001;0.591297433;0
770;0.599944723;0.70162289;0.47224769;0.242252351;0.380809084;2
771;0.835245211;0.421387303;0.713921072;0.891334174;0.449709767;2
772;0.291627321;0.085452433;0.966319429;0.617960121;0.055534625;2
773;0.471603276;0.168848649;0.75318343;0.843742576;0.799177734;2
774;0.418243687;0.933825835;0.010183458;0.124332429;0.819251056;1
775;0.83921644;0.96442818;0.22881716;0.652991878;0.96183319;1
776;0.237828643;0.907678455;0.75195154;0.037613532;0.312591909;1
777;0.391280917;0.716151345;0.854852028;0.265575713;0.62909928;1
778;0.559388533;0.904895882;0.853192513;0.199121497;0.064629622;0
779;0.672238851;0.103161842;0.122641084;0.687040545;0.697723543;1
780;0.530736168;0.258307761;0.689089899;0.401830992;0.072615767;1
781;0.195495762;0.264311745;0.24284495;0.967159068;0.086738185;1
782;0.922215955;0.710362438;0.780118544;0.577009995;0.968469302;2
783;0.740745068;0.006160946;0.283476858;0.174450562;0.387684486;1
784;0.014405253;0.264355425;0.626932233;0.576157273;0.825819644;3
785;0.24322258;0.590970267;0.536583839;0.639275269;0.245442664;3
786;0.220765382;0.404509825;0.923513704;0.536053551;0.664029425;3
787;0.63458675;0.874936466;0.769224424;0.196057575;0.905360439;1
788;0.378804515;0.389746671;0.975921957;0.326779277;0.754897595;2
789;0.345176049;0.997020079;0.533771422;0.495035768;0.121576132;2
790;0.3808077;0.267635041;0.146551784;0.970514677;0.051667515;1
791;0.590830156;0.620013368;0.470746733;0.175778001;0.269323953;2
792;0.532117721;0.751087211;0.219272687;0.326015057;0.890600318;1
793;0.255237946;0.105451041;0.524532233;0.110961298;0.744541876;3
794;0.156685456;0.609933289;0.10557328;0.839782674;0.318186744;1
795;0.736728187;0.454157247;0.165327366;0.121741243;0.134472099;1
796;0.367517617;0.093098477;0.932994558;0.41969501;0.335613916;1
797;0.637181252;0.332857706;0.884336781;0.446913885;0.976014894;1
798;0.720149274;0.760170404;0.976622456;0.911304049;0.042436087;0
799;0.40269622;0.95495413;0.896176472;0.857971272;0.710018936;1
800;0.099024125;0.176794923;0.313687625;0.422991546;0.575690826;1
801;0.141001505;0.652243964;0.601630675;0.872927395;0.567611629;1
802;0.217730171;0.007028915;0.71228125;0.012637282;0.84368695;1
803;0.323191995;0.985647825;0.236216641;0.6300575;0.723246739;2
804;0.38003642;0.625803248;0.723883754;0.154860619;0.082901635;1
805;0.720190357;0.546713455;0.560846235;0.47290813;0.901105107;2
806;0.159477184;0.617516784;0.230898427;0.895967451;0.472231141;1
807;0.443267181;0.778583701;0.547218317;0.681855147;0.520355295;2
808;0.857558118;0.040320234;0.230683228;0.385320441;0.530290792;1
809;0.125297712;0.052689326;0.253564767;0.788839711;0.650572425;1
810;0.308159194;0.702875426;0.064036318;0.547498035;0.113947765;1
811;0.644934271;0.236827319;0.433716931;0.371531993;0.231545137;2
812;0.691367553;0.689712281;0.926308145;0.115796637;0.246435494;0
813;0.976829968;0.182279473;0.906345208;0.207898947;0.563649813;1
814;0.321566283;0.007066929;0.422732993;0.381761072;0.716111485;2
815;0.617189011;0.828328209;0.125318342;0.029821734;0.317749326;0
816;0.193752473;0.490569916;0.125650013;0.831262336;0.893497023;2
817;0.840941981;0.097604555;0.175814657;0.924184913;0.348331121;0
818;0.501132169;0.503620052;0.106539522;0.587940474;0.872852539;2
819;0.488891443;0.265704013;0.843225669;0.288518869;0.632100644;1
820;0.617822708;0.895376112;0.624210693;0.87334707;0.297800347;1
821;0.556245794;0.887081969;0.925534252;0.766081996;0.746960439;1
822;0.399617663;0.940877083;0.88854207;0.287816654;0.135859313;0
